Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
advital_diastolicbp,présentation,Signes et évaluations vitales à l'admission: premières données disponibles à la présentation / admission - dans les 24 heures.,BP diastolique (MMHG),,"Cela fait référence à la première pression artérielle diastolique mesurée en millimètres de mercure (MMHg) enregistrée lors de la présentation à l'établissement de santé. Par exemple, si la pression artérielle est de 120/85 mmHg, entrez 85 dans la section marquée «BP diastolique».","Enregistrez la première pression artérielle diastolique mesurée en millimètres de mercure (MMHg) enregistrée sur la présentation dans l'établissement de santé. Par exemple, si la pression artérielle est de 120/85 mmHg, entrez 85 dans la section marquée «BP diastolique».",,
advital_spo2,présentation,Signes et évaluations vitales à l'admission: premières données disponibles à la présentation / admission - dans les 24 heures.,Saturation en oxygène SPO2 (%),,"Cela fait référence à la première saturation en oxygène, qui peut être mesurée par oxymétrie de pouls ou par analyse artérielle du gaz dans le sang, enregistrée sur la présentation de l'établissement de santé. Il est indépendamment de la ventilation ou des besoins supplémentaires d'oxygène.",Entrez le premier pourcentage de saturation en oxygène enregistré lors de la présentation dans l'établissement de santé.,,
advital_o2supp_type,présentation,Signes et évaluations vitales à l'admission: premières données disponibles à la présentation / admission - dans les 24 heures.,Oxygène supplémentaire au point de SPO2 mesuré,"2, des dents oui-nasales | 3, masque oui-simple | 4, oui-hfno | 5, oui-niv | 6, Oui-IMV / ECMO | 0, non (air de la pièce) | 99, inconnu",Cela fait référence à la fraction mesurée de l'oxygène inspiré (FIO2) livré au moment de l'enregistrement de Spo2 (%) le plus bas (%) le plus bas.,"Indiquez «oui», si la FIO2 a été mesurée le long de la saturation en oxygène la plus faible (SPO2) signalée ci-dessus.",,
advital_capillaryr,présentation,Signes et évaluations vitales à l'admission: premières données disponibles à la présentation / admission - dans les 24 heures.,Temps de recharge capillaire> 2 secondes,"1, oui | 0, non | 99, inconnu","Le temps de recharge capillaire est mesuré en appuyant sur le sternum pendant cinq secondes avec un doigt ou un pouce jusqu'à ce que la peau sous-jacente devienne blanche, puis en notant le temps en secondes nécessaires pour que la couleur revienne une fois la pression libérée.","Indiquez «oui», si le temps de recharge capillaire était supérieur à 2 secondes sur la présentation au centre de santé.",,
adsym_feverplus,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Fièvre / frissons / rigueurs,"1, oui | 0, non | 99, inconnu",Défini comme la sensation de la température corporelle élevée (fièvre) et des contractions musculaires involontaires associées (frissons / rigueurs).,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_fever,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Fièvre,"1, oui | 0, non | 99, inconnu","Défini comme la sensation de la température corporelle élevée sans mesure formelle, ou une température corporelle mesurée supérieure ou égale à 38 degrés Celsius (38 ° C) ou 100,4 Fahrenheit (100,4 ° F).","Indiquez «oui», si le patient a vécu cela à tout moment à la date de l'évaluation.",,
adsym_restlessne,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Agitation,"1, oui | 0, non | 99, inconnu","Défini comme l'incapacité de se reposer, de se détendre ou d'être immobile. Un état de malaise caractérisé par une activité motrice diffuse ou un mouvement soumis à un contrôle limité, un comportement non productif ou désorganisé et une détresse subjective.","Indiquez «oui», si le patient a vécu cela à tout moment à la date de l'évaluation.",,
adsym_fatigue,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Fatigue / malaise / léthargie,"1, oui | 0, non | 99, inconnu","Défini comme la constellation de sensations non spécifiques: le sentiment de fatigue caractérisé par un manque d'énergie ou de motivation; inconfort général ou malaise; Le désintéressement, l'aplétabilité et l'indifférence, entraînant des difficultés à effectuer des tâches simples ou à se concentrer.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_weight,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Perte de poids,"1, oui | 0, non | 99, inconnu","Défini comme la réduction du poids corporel total qui s'est produit depuis le début de cette maladie et n'a pas été involontaire ou non attribuable à un régime actif, à l'exercice ou à des interventions de perte de poids basées sur des médicaments dédiés. Cela peut inclure une perte de poids déclarée par le patient avec ou sans mesures objectives de poids.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_anosmia,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Perte d'odeur / anosmie,"1, oui | 0, non | 99, inconnu",Cela fait référence à l'incapacité du patient signalée et / ou diagnostiquée du clinicien à percevoir des odeurs,"Indiquez «oui», si le patient a vécu cela à tout moment à la date de l'évaluation.",,
adsym_ageusia,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Perte de goût / Ageusia,"1, oui | 0, non | 99, inconnu",Cela fait référence à la perte de goût du patient et / ou diagnostiquée par les cliniciens de la langue.,"Indiquez «oui», si le patient a vécu cela à tout moment à la date de l'évaluation.",,
adsym_dizzy,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Se sentir étourdi / léger,"1, oui | 0, non | 99, inconnu","Cela fait référence à la sensation subjective de la lumière de la lumière ou des étourdissements qui peuvent précéder un épisode de syncope ou une sensation de l'instabilité, de la rotation ou du balancement.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_myalgia,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Douleurs musculaires / myalgie,"1, oui | 0, non | 99, inconnu",Défini comme une douleur localisée dans un muscle ou un groupe de muscles.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_arthralgia,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Douleurs articulaires / arthralgie,"1, oui | 0, non | 99, inconnu","Défini comme une sensation d'inconfort ou de douleur marquée localisée dans une ou plusieurs articulations, y compris les petites et grandes articulations.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_skinrash,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Éruption cutanée,"1, oui | 0, non | 99, inconnu","Défini comme tout changement de la peau qui affecte son apparence ou sa texture. Une éruption cutanée peut être localisée dans une partie du corps ou affecter toute la peau. Les éruptions cutanées peuvent faire changer la couleur, les démangeaisons, les démangeaisons, devenir chaudes, cahoteuses, sèches, fissurées ou boursouflées, gonflées et peuvent être douloureuses.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_skinrash_loc,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Site où une éruption cutanée s'est produite pour la première fois,"1, peau, génital | 2, peau, non génétique | 3, muqueuse, génital | 4, muqueuse, non génétique | 5, bouche | 6, peau périanale | 7, rectum | 99, inconnu | 88, autre",Cela fait référence à l'emplacement où l'éruption cutanée s'est d'abord produite.,Sélectionnez la ou les options les plus appropriées correspondant à l'emplacement où l'éruption cutanée s'est d'abord produite.,,
adsym_skinrash_locoth,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Si autre: spécifiez le premier éruption cutanée autre emplacement,,Cela fait référence à l'emplacement où l'éruption cutanée s'est d'abord produite.,"Si ""Autre"", spécifiez le premier emplacement une éruption cutanée pertinente développée.",,
adsym_skinrash_date,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Date d'abord éruption cutanée a été observée par le patient,,Cela fait référence à la date à laquelle le patient rapporte avoir identifié d'abord l'éruption cutanée.,Écrivez la date à laquelle les rapports du patient ont d'abord identifié l'éruption cutanée (utilisez le format dd / mm / yyyy).,,
adsym_pruritus,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Démangeaisons / prurit,"1, oui | 0, non | 99, inconnu",Défini comme une sensation de démangeaisons désagréables ou intenses qui produit l'envie de frotter ou de gratter la peau pour obtenir un soulagement. Les démangeaisons sont une sensation irritante qui vous donne envie de vous gratter la peau.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_mobilchg,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Changement de mobilité par rapport,"1, oui | 0, non | 99, inconnu",Cela fait référence à la capacité du patient à marcher ou à se mobiliser.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_mobile,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Statut de mobilité,"1, entièrement ambulant | 2, ambulant, mais avec une aide | 3, au clôture",Cela fait référence à la capacité du patient à marcher ou à se mobiliser.,Indiquez le statut de mobilité du patient au moment de la présentation.,,
adsym_cough,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Toux,"1, oui | 0, non | 99, inconnu","Cela fait référence à la présence d'une toux et à ses caractéristiques. Une toux productive fait référence à une toux accompagnée de sécrétions expectorées (flegme ou mucus), tandis qu'une toux non productive se réfère à une toux qui n'est pas accompagnée de sécrétions expectorées. L'hémoptysie fait référence à la présence de sang ou de crachats de sang provenant des voies respiratoires.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_cough_nonprod,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Non productif,"1, oui | 0, non | 99, inconnu",Une toux non productive se réfère à une toux qui n'est pas accompagnée de sécrétions expectarées.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_cough_prod,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Productif,"1, oui | 0, non | 99, inconnu",Une toux productive fait référence à une toux accompagnée de sécrétions expectorées (flegme ou mucus),"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_cough_hemop,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Hémoptysie,"1, oui | 0, non | 99, inconnu",L'hémoptysie fait référence à la présence de sang ou de crachats de sang provenant des voies respiratoires.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_palpitations,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Palpitations,"1, oui | 0, non | 99, inconnu",Fait référence à la conscience désagréable de son propre battement de cœur.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_sorethroat,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Mal de gorge,"1, oui | 0, non | 99, inconnu","Défini comme une sensation désagréable caractérisée par une inconfort physique (comme la piqûre, le palpitation ou la douleur) et perçue comme provenant de la gorge.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_rhinorrhoe,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Nez qui coule / rhinorrhée,"1, oui | 0, non | 99, inconnu",Défini comme une augmentation de la décharge muqueuse du nez.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_wheezing,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Respiration sifflante,"1, oui | 0, non | 99, inconnu",Défini comme un son de la respiration aigus résultant d'un rétrécissement ou d'une obstruction des petites voies respiratoires.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_shortbreat,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Essoufflement,"1, oui | 0, non | 99, inconnu",Défini comme la sensation inconfortable de respiration difficile ou laborieuse qui est hors de proportion du niveau d'activité physique du patient.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_chestindrw,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Mury de la poitrine inférieure,"1, oui | 0, non | 99, inconnu","Défini comme un signe clinique de détresse respiratoire, distingué par le mouvement intérieur anormal de la paroi de la poitrine inférieure pendant l'inspiration. Si seulement les tissus mous entre les côtes ou au-dessus de la clavicule entrent lorsque le patient respire, ce n'est pas la paroi thoracique du bas de la poitrine.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_chestpain,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Douleur thoracique,"1, oui | 0, non | 99, inconnu","Défini comme la sensation désagréable, inconfortable ou douloureuse caractérisée par une inconfort physique localisée dans la poitrine.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_abdpain,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Douleurs abdominales,"1, oui | 0, non | 99, inconnu","Défini comme une sensation désagréable d'inconfort, de détresse ou d'agonie dans la région abdominale.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_diarrhoea,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Diarrhée,"1, oui | 0, non | 99, inconnu",Défini comme une fréquence anormalement accrue (généralement définie comme trois ou plus) selle des intestinales lâches ou liquides par jour (ou plus fréquemment que c'est normal pour l'individu).,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_consti,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Constipation,"1, oui | 0, non | 99, inconnu",Défini comme une évacuation irrégulière et peu fréquente ou difficile des intestins.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_vomit,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Vomissement,"1, oui | 0, non | 99, inconnu",Défini comme l'expulsion de l'estomac ou des intestins de petite taille par la bouche.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_vomit2d,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Vomissements persistants? (> = 2 / jour),"1, oui | 0, non | 99, inconnu",Les vomissements persistants sont définis ici comme des vomissements deux fois ou plus par jour.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_nausea,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Nausée,"1, oui | 0, non | 99, inconnu",Défini comme le sentiment subjectif indolore désagréable que l'on vomira imminemment.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_anorexia,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Anorexie,"1, oui | 0, non | 99, inconnu",Défini comme le manque ou la perte d'appétit.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_exsal,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Salivation excessive,"1, oui | 0, non | 99, inconnu","Défini comme une salivation excessive ou une sialorrhée, est un symptôme mieux évalué par le patient.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_diffswallow,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Difficulté à avaler / dysphagie,"1, oui | 0, non | 99, inconnu","Défini comme difficulté à avaler des aliments, des liquides ou de la salive.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_urine,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Rétention urinaire,"1, oui | 0, non | 99, inconnu",Défini comme l'accumulation d'urine dans la vessie en raison de l'incapacité d'uriner.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_dyspareunia,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Rapports / dyspareunia douloureux,"1, oui | 0, non | 99, inconnu",Défini comme une douleur génitale récurrente ou persistante associée aux rapports sexuels.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_haemorrhag_yn,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Saignement / hémorragie,"1, oui | 0, non | 99, inconnu","Défini comme la présence de sang dans un endroit où il n'est pas physiologiquement normal ou la perte de sang de la circulation, en interne ou en externe. Cela peut inclure l'épistaxis (sang du nez), les saignements gingivaux (sang de gencives / gingeva), le sang de n'importe quelle partie du tractus gastro-intestinal (saignement gastro-intestinal) ou des voies génito-urinaires (vagin ou urétre), y compris l'hématurie.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_haemorrhag_sev,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Saignement sévère / hémorragie (nécessite une intervention),"1, oui | 0, non | 99, inconnu",Défini comme le saignement / hémorragie sévère nécessitant une intervention médicale pour l'hémostase et / ou le soutien hémodynamique.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_haemorrhag_site,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Si oui: spécifiez le site de saignement / hémorragie (s),"1, peau | 7, Petechiae | 2, nez | 3, gencives | 4, Gi Tract | 5, voies urinaires | 6, vagin | 88, autres (s) | 99, inconnu","Cela fait référence à l'emplacement du site de saignement / hémorragie. Les petechiae se réfèrent à de petites taches rougeâtre ou violacées dans la peau ou la muqueuse en raison d'une hémorragie localisée. Le saignement du nez fait référence à l'hémorragie localisée dans le nez. Les saignements des gencives se réfèrent à l'hémorragie affectant le Gingiva. Les saignements gastro-intestinaux (GI) se réfèrent à l'hémorragie dans tout segment du tractus gastro-intestinal de l'œsophage au rectum. Les saignements des voies urinaires se réfèrent à une hémorragie provenant de toute partie du système urinaire. Les saignements vaginaux se réfèrent à une hémorragie provenant du vagin, sans rapport avec les menstruations normales.",Sélectionnez les options (s) les plus appropriées correspondant à l'emplacement du site de saignement / hémorragie.,,
adsym_haemorrhag_oth,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Si autre: spécifiez le (s) site de saignement / hémorragie,,Cela fait référence à l'emplacement du site de saignement / hémorragie.,"Si «autre», écrivez l'autre emplacement du (s) site (s) où le patient a connu des saignements / hémorragies à tout moment à partir de cette maladie et de cette présentation ou de cette admission.",,
adsym_jaund,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Jaunisse,"1, oui | 0, non | 99, inconnu","Défini comme une manifestation clinique de l'hyperbilirubinémie, caractérisée par la coloration jaunâtre de la peau, de la muqueuse et / ou de la sclère.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_headache,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Mal de tête,"1, oui | 0, non | 99, inconnu",Défini comme l'expérience de la douleur dans diverses parties de la tête.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_neckstiff,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Raideur du cou,"1, oui | 0, non | 99, inconnu","Défini comme une sensation d'étanchéité dans le cou lorsque vous essayez de le déplacer, surtout après une période d'inactivité. La raideur du cou implique souvent des douleurs et des difficultés à déplacer le cou, surtout lorsque vous essayez de tourner la tête sur le côté.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_photoph,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Photophobie,"1, oui | 0, non | 99, inconnu",Fait référence à une sensibilité accrue des yeux à la lumière.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_retroorbit,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Douleur rétro-orbitale,"1, oui | 0, non | 99, inconnu",Défini comme l'expérience de la douleur dans la région rétro-orbitale (derrière les yeux).,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_seizconv,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Convulsions / convulsions,"1, oui | 0, non | 99, inconnu","Défini comme une anomalie intermittente de la physiologie du système nerveux caractérisé par une occurrence transitoire d'un mouvement soudain, violent et irrégulier du corps, provoqué par une contraction involontaire des muscles en raison d'une activité neuronale excessive ou synchrone anormale dans le cerveau.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_confusion,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Conscience / confusion altérée,"1, oui | 0, non | 99, inconnu",Défini comme un niveau de conscience ou d'excitation autre que la ligne de base normale du patient.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_neurodist,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Perturbation psychologique,"1, oui | 0, non | 99, inconnu","Cela fait référence à la présence de signes ou de symptômes qui affectent les pensées, les émotions, les comportements ou le bien-être mental d'un individu. La présence de perturbations psychologiques doit être identifiée par un examen d'état mental (MSE) ou un outil équivalent.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_cerebesig,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Signes cérébelleux,"1, oui | 0, non","Fait référence à la présence d'une constellation de signes neurologiques indique généralement un dysfonctionnement cérébelleux. Les signes comprennent la dysdiadochokinésie, la dysmétrie, l'ataxie, le nystagmus, le tremblement intentionnel, la parole de scintillement ou de balayage, l'hypotonie.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_tremor,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Tremblement,"1, oui | 0, non",Fait référence à un mouvement musculaire involontaire et oscillant à propos d'un axe articulaire.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_neurologic,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Autres anomalies neurologiques,"1, oui | 0, non | 99, inconnu",Cela fait référence à la présence d'une anomalie neurologique alternative non énumérée ci-dessus.,"Indiquez «oui», si le patient a une autre anomalie neurologique non répertoriée ci-dessus.",,
adsym_neurologic_other,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Si oui: spécifiez d'autres anomalies neurologiques,,Cela fait référence à la présence d'une autre anomalie neurologique non répertoriée ci-dessus.,"Si «autre», spécifiez une anomalie neurologique.",,
adsym_ocular,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Plaintes oculaires,"1, oui | 0, non | 99, inconnu",Cela fait référence à des problèmes ou des problèmes qui surviennent dans l'œil ou ses structures connexes. Il comprend les plaintes d'un œil rouge et ou démangeaisons ou de perturbation visuelle.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_ocularspec,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Si oui: spécifiez les plaintes oculaires (s),"1, œil rouge (s) | 2, itchy œil (s) | 3, Douleurs oculaires | 4, perturbation visuelle | 88, autre","L'œil rouge fait référence à toute condition avec des vaisseaux sanguins conjonctivaux ou ciliaires dilatés, typique de l'irritation et de l'infection. Les démangeaisons ou la prurite oculaire fait référence à une sensation qui donne envie à une personne de se gratter, dans ce cas, une sensation anormalement accrue de démangeaisons est dans la région de l'œil. La douleur oculaire fait référence à une sensation désagréable caractérisée par une inconfort physique (comme la piqûre, le lancinage ou la douleur) localisée à l'œil. La perturbation visuelle fait référence à une interférence à la vue normale sans nécessairement affecter l'acuité visuelle.",Sélectionnez les compagnons oculaires que le patient a connu à tout moment de l'apparition de cette maladie à la présentation.,,
adsym_ocularoth,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Si autre: spécifiez les plaintes oculaires (s) oculaires,,Cela fait référence à d'autres plaintes oculaires non spécifiées ci-dessus.,"Si «autre», écrivez les autres plaintes oculaires, le patient a connu à tout moment de l'apparition de cette maladie et de cette présentation ou de cette admission.",,
adsym_itchyeye,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Démangeaisons de l'œil,"1, oui | 0, non | 99, inconnu",Défini comme des démangeaisons d'un ou des deux yeux.,"Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_redeye,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Œil rouge / rose,"1, oui | 0, non | 99, inconnu","Défini comme une inflammation ou une infection de la conjonctive, caractérisée par des rougeurs dans un ou deux yeux.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
adsym_conjunhemor,présentation,Signes et symptômes à l'admission: indiquez le cas échéant à tout moment de l'apparition de cette maladie au jour de la présentation.,Hémorragie conjonctivale,"1, oui | 0, non | 99, inconnu","Défini comme l'accumulation de sang sous la conjonctive, se présentant comme une patch rouge vif ou sombre dans l'œil.","Indiquez «oui», si le patient a vécu cela à tout moment de l'apparition de cette maladie à la présentation.",,
