Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
vacci_hepatitisb,presentación,VACUNACIÓN,Vacunado contra la hepatitis B,"1, Sí | 0, No | 99, Desconocido",Si alguna vez ha recibido una vacuna contra el virus de la hepatitis B.,Indique «Sí» si el paciente ha recibido alguna vez la  vacuna contra la hepatitis B.
vacci_hepatitisb_date,presentación,VACUNACIÓN,Fecha más reciente de vacunación contra la hepatitis B,,Se refiere a la fecha de la vacuna más reciente contra el virus de la hepatitis B.,"Escriba la fecha de la  vacuna contra la hepatitis B más reciente en formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación.  "
vacci_chickenpox,presentación,VACUNACIÓN,Vacunado contra la varicela,"1, Sí | 0, No | 99, Desconocido",¿Alguna vez ha recibido una vacuna contra el virus varicela-zóster?,Indique «Sí» si el paciente ha recibido alguna vez la  vacuna contra la varicela.
vacci_chickenpox_date,presentación,VACUNACIÓN,Fecha más reciente de vacunación contra la varicela,,Se refiere a la fecha de la vacuna más reciente contra el virus varicela-zóster.,"Escriba la fecha de la última vacuna contra la varicela en el formato DD/MM/AAAA. Si no conoce la fecha exacta, haga una estimación.  "
adsym_sys,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas sistémicos/generales,,Se refiere a signos y síntomas sistémicos/generales/no específicos.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.
adsym_fever,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Fiebre,"1, Sí | 0, No | 99, Desconocido","Se define como la sensación de temperatura corporal elevada sin medición formal, o una temperatura corporal medida igual o superior a 38 grados centígrados (38 °C) o 100,4 grados Fahrenheit (100,4 °F).",Indique «Sí» si el paciente experimentó esto en cualquier momento durante la fecha de la evaluación.
adsym_rigchill,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Escalofríos o rigidez,"1, Sí | 0, No | 99, Desconocido",Se define como escalofríos intensos con temblores violentos. Un rigor es un episodio de temblores o escalofríos exagerados que puede producirse con fiebre alta. ,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.
adsym_nightsweat,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Sudores nocturnos,"1, Sí | 0, No | 99, Desconocido",Se refiere a la sudoración nocturna que no está relacionada con la temperatura ambiental.,Indique «Sí» si el paciente experimentó esto en cualquier momento durante la fecha de la evaluación.
adsym_coldsweat,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Sudores fríos,"1, Sí | 0, No | 99, Desconocido","Se refiere a la sudoración acompañada de sensación de frío, diferente de la sudoración causada por el calor o el esfuerzo.",Indique «Sí» si el paciente experimentó esto en cualquier momento durante la fecha de la evaluación.
adsym_excesssweat,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Sudoración excesiva (hiperhidrosis),"1, Sí | 0, No | 99, Desconocido",Se refiere a la sudoración excesiva que no siempre está relacionada con el calor o el ejercicio.,Indique «Sí» si el paciente experimentó esto en cualquier momento durante la fecha de la evaluación.
adsym_restlessne,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Inquietud,"1, Sí | 0, No | 99, Desconocido","Se define como la incapacidad de descansar, relajarse o permanecer quieto. Un estado de malestar caracterizado por una actividad motora difusa o movimientos sujetos a un control limitado, un comportamiento improductivo o desorganizado y angustia subjetiva.",Indique «Sí» si el paciente ha experimentado esto en algún momento durante la fecha de la evaluación.
adsym_fatigue,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Fatiga/malestar/letargo,"1, Sí | 0, No | 99, Desconocido","Se define como el conjunto de sensaciones inespecíficas: sensación de cansancio caracterizada por falta de energía o motivación; malestar general o inquietud; desinterés, apatía e indiferencia, lo que dificulta la realización de tareas sencillas o la concentración.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_weight,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Pérdida de peso,"1, Sí | 0, No | 99, Desconocido","Se define como la reducción del peso corporal total que se ha producido desde el inicio de la enfermedad y que no ha sido intencionada ni atribuible a una dieta activa, ejercicio o intervenciones específicas para perder peso con medicación. Puede incluir la pérdida de peso comunicada por el paciente con o sin mediciones objetivas del peso.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_anosmia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Pérdida del olfato/anosmia,"1, Sí | 0, No | 99, Desconocido","Se refiere a la incapacidad del paciente, comunicada por él mismo o diagnosticada por un médico, para percibir olores.",Indique «Sí» si el paciente ha experimentado esto en algún momento durante la fecha de la evaluación.
adsym_ageusia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Pérdida del gusto / ageusia,"1, Sí | 0, No | 99, Desconocido",Se refiere a la pérdida de la función gustativa de la lengua notificada por el paciente y/o diagnosticada por el médico.,Indique «Sí» si el paciente ha experimentado esto en algún momento durante la fecha de la evaluación.
adsym_dizzy,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Mareos / desmayos,"1, Sí | 0, No | 99, Desconocido","Se refiere a la sensación subjetiva de mareo o vértigo que puede preceder a un episodio de síncope o a una sensación de inestabilidad, giro o balanceo.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_myalgia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolores musculares / mialgia,"1, Sí | 0, No | 99, Desconocido",Se define como el dolor localizado en un músculo o grupo de músculos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_arthralgia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor articular / artralgia,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación de malestar o dolor marcado localizado en una o más articulaciones, incluidas las pequeñas y las grandes.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. 
adsym_skinrash,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Erupción cutánea,"1, Sí | 0, No | 99, Desconocido","Se define como cualquier cambio en la piel que afecta a su aspecto o textura. Una erupción puede estar localizada en una parte del cuerpo o afectar a toda la piel. Las erupciones pueden provocar cambios en el color de la piel, picor, calor, protuberancias, sequedad, agrietamiento o ampollas, hinchazón y pueden ser dolorosas.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.
adsym_skinrash_site,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Lugar donde apareció la erupción por primera vez,"1, Piel genital | 2, Piel no genital | 3, Mucosa genital | 4, Mucosa no genital | 5, Boca | 6, Piel perianal | 7, Recto | 99, Desconocido | 88, Otros",Se refiere al lugar donde apareció la erupción por primera vez.,Seleccione la opción o opciones más adecuadas que correspondan a la ubicación donde apareció la erupción por primera vez.
adsym_skinrash_site_oth,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Especifique otra ubicación de la primera erupción,,Se refiere al lugar donde apareció la erupción por primera vez. ,"Si «otra», especifique la primera ubicación donde se desarrolló una erupción relevante."
adsym_skinrash_date,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Fecha en que el paciente observó la primera erupción,,Se refiere a la fecha en que el paciente informa haber identificado la erupción por primera vez.,Escriba la fecha en que el paciente informó haber identificado la erupción por primera vez (utilice el formato DD/MM/AAAA).
adsym_paresthesia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Parestesia cutánea,"1, Sí | 0, No | 99, Desconocido","Se refiere a las sensaciones cutáneas percibidas (por ejemplo, frío, calor, hormigueo, presión, etc.) que se experimentan de forma espontánea en ausencia de estimulación.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_skinchange,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Cambios en la textura de la piel,"1, Sí | 0, No | 99, Desconocido","Se refiere a alteraciones en el aspecto y el tacto de la superficie de la piel, como rugosidad, irregularidad o presencia de protuberancias.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_skinpallor,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Palidez de la piel,"1, Sí | 0, No | 99, Desconocido",Se refiere al aspecto pálido y antinatural de la piel.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_pruritus,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Picazón / prurito,"1, Sí | 0, No | 99, Desconocido",Se define como una sensación de picor desagradable o intensa que produce la necesidad de frotarse o rascarse la piel para obtener alivio. El picor es una sensación irritante que hace que se quiera rascarse la piel.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. 
adsym_mobilchg,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Cambio en la movilidad con respecto al estado inicial,"1, Sí | 0, No | 99, Desconocido",Se refiere a la capacidad del paciente para caminar o moverse.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_mobile,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Estado de movilidad,"1, Totalmente ambulatorio | 2, Ambulatorio, pero con cierta asistencia | 3, Postrado en cama",Se refiere a la capacidad del paciente para caminar o moverse. ,Indique el estado de movilidad del paciente en el momento de la presentación.
adsym_sleepmore,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dormir más de lo habitual / letargo / lentitud / apatía,"1, Sí | 0, No | 99, Desconocido","Se refiere a la somnolencia excesiva durante el día, caracterizada por adormecimiento y una falta inusual de energía y agilidad mental, o a un bebé con poca energía, somnoliento o que duerme más de lo habitual.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. 
adsym_polydipsia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Aumento de la sed (polidipsia),"1, Sí | 0, No | 99, Desconocido",Se refiere a la sed excesiva.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_irregmenstruation,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Cambios en la menstruación (menstruación irregular),"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier desviación del proceso normal; por ejemplo, retraso, dificultad, profusión, escasez, sangrado inusual, etc.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_resp,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas respiratorios,,Se refiere a los signos y síntomas relacionados con el sistema respiratorio.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_cough,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Tos,"1, Sí | 0, No | 99, Desconocido","Se refiere a la presencia de tos y sus características. La tos productiva se refiere a una tos acompañada de secreciones expectoradas (flema o moco), mientras que la tos no productiva se refiere a una tos que no está acompañada de secreciones expectoradas. La hemoptisis se refiere a la presencia de sangre o esputo con sangre en el tracto respiratorio.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_cough_type,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Tipo de tos,"1, No productiva | 2, Productiva | 3, Hemoptisis | 99, Desconocida",Se refiere al tipo de tos. La tos productiva se refiere a una tos acompañada de secreciones expectoradas (flema o moco).,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_sorethroat,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor de garganta,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación desagradable caracterizada por malestar físico (como pinchazos, palpitaciones o dolor) y que se percibe como si se originara en la garganta.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_rhinorrhoe,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Secreción nasal / rinorrea,"1, Sí | 0, No | 99, Desconocido",Se define como un aumento de la secreción mucosa de la nariz.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_wheezing,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Sibilancias,"1, Sí | 0, No | 99, Desconocido",Se define como un sonido respiratorio agudo que resulta de un estrechamiento u obstrucción de las vías respiratorias pequeñas.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_shortbreat,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dificultad para respirar,"1, Sí | 0, No | 99, Desconocido","Se define como la sensación incómoda de dificultad o esfuerzo al respirar, desproporcionada con respecto al nivel de actividad física del paciente.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_nasalcongestion,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Congestión nasal,"1, Sí | 0, No | 99, Desconocido","Se define como la reducción de la capacidad de pasar aire a través de la cavidad nasal, lo que a menudo conduce a la respiración bucal.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_chestpain,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor en el pecho,"1, Sí | 0, No | 99, Desconocido","Se define como la sensación desagradable, incómoda o dolorosa caracterizada por malestar físico localizado en el pecho.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_sneez,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Estornudos,"1, Sí | 0, No | 99, Desconocido","Se refiere a una exhalación repentina, violenta, espasmódica y audible por la nariz y la boca.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_cvs,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas cardiovasculares,,Se refiere a los signos y síntomas relacionados con el sistema cardiovascular.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_palpitations,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Palpitaciones,"1, Sí | 0, No | 99, Desconocido",Se refiere a la percepción desagradable de los latidos del propio corazón.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_git,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas gastrointestinales,,Se refiere a los signos y síntomas relacionados con el sistema gastrointestinal.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_abdpain,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor abdominal,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación desagradable de malestar, angustia o agonía en la región abdominal.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_diarrhoea,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Diarrea,"1, Sí | 0, No | 99, Desconocido",Se define como un aumento anormal de la frecuencia (normalmente definido como tres o más) de deposiciones blandas o líquidas al día (o más frecuentes de lo normal para la persona).,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_consti,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Estreñimiento,"1, Sí | 0, No | 99, Desconocido",Se define como la evacuación irregular y poco frecuente o difícil de los intestinos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_vomit,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Vómitos,"1, Sí | 0, No | 99, Desconocido",Se define como la expulsión del estómago o del intestino delgado a través de la boca.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_vomit2d,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,¿Vómitos persistentes? (>=2/día),"1, Sí | 0, No | 99, Desconocido","Se refiere al vómito persistente, definido aquí como dos o más vómitos al día.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_vomitbld,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Hematemesis (vómitos con sangre),"1, Sí | 0, No | 99, Desconocido",Se refiere al vómito con sangre.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_nausea,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Náuseas,"1, Sí | 0, No | 99, Desconocido",Se define como la sensación subjetiva desagradable e indolora de que se va a vomitar de forma inminente.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_anorexia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Anorexia,"1, Sí | 0, No | 99, Desconocido",Se define como la falta o pérdida de apetito.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_exsal,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Salivación excesiva,"1, Sí | 0, No | 99, Desconocido","Se define como la salivación excesiva o sialorrea, es un síntoma que evalúa mejor el paciente.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_diffswallow,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dificultad para tragar (disfagia),"1, Sí | 0, No | 99, Desconocido","Definido como dificultad para tragar alimentos, líquidos o saliva.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_faecalincont,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Incontinencia fecal,"1, Sí | 0, No | 99, Desconocido","Definido como la incapacidad de controlar voluntariamente los esfínteres anales, con paso involuntario de heces y gases.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_renalgut,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas renales/genitourinarios,,Se refiere a los signos y síntomas relacionados con el sistema renal/genitourinario.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_urine,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Retención urinaria,"1, Sí | 0, No | 99, Desconocido",Se define como la acumulación de orina en la vejiga debido a la incapacidad de orinar.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_urineincont,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Incontinencia urinaria,"1, Sí | 0, No | 99, Desconocido",Se refiere a la pérdida del control de la vejiga o a la incapacidad de controlar la micción.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_polyuria,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Aumento de la micción (poliuria),"1, Sí | 0, No | 99, Desconocido",Se refiere a la micción excesiva o frecuente.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_dysuria,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor al orinar (disuria),"1, Sí | 0, No | 99, Desconocido",Se refiere a la micción dolorosa o difícil.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_dyspareunia,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor durante las relaciones sexuales (dispareunia),"1, Sí | 0, No | 99, Desconocido",Se define como dolor genital recurrente o persistente asociado con las relaciones sexuales.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_heme,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas hematológicos,,Se refiere a los signos y síntomas relacionados con el sistema hematológico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_haemorrhag,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Sangrado/hemorragia,"1, Sí | 0, No | 99, Desconocido","Se define como la presencia de sangre en un lugar en el que no es fisiológicamente normal o la pérdida de sangre de la circulación, ya sea interna o externa. Esto puede incluir epistaxis (sangrado nasal), sangrado gingival (sangrado de las encías), sangrado de cualquier parte del tracto gastrointestinal (sangrado gastrointestinal) o del tracto genitourinario (vagina o uretra), incluida la hematuria. ",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_haemorrhag_sev,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Sangrado/hemorragia grave (requiere intervención),"1, Sí | 0, No | 99, Desconocido",Se define como el sangrado intenso o hemorragia que requiere intervención médica para la hemostasia y/o el soporte hemodinámico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_haemorrhag_site,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Especifique el lugar o lugares del sangrado/hemorragia,"1, Piel | 7, Petequias | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 99, Desconocida | 88, Otros","Se refiere a la ubicación del sitio o sitios de sangrado o hemorragia. Las petequias son pequeñas manchas rojizas o violáceas en la piel o las membranas mucosas como resultado de una hemorragia localizada. El sangrado nasal se refiere a la hemorragia localizada en la nariz. El sangrado gingival se refiere a la hemorragia que afecta a las encías. La hemorragia gastrointestinal (GI) se refiere a la hemorragia en cualquier segmento del tracto gastrointestinal, desde el esófago hasta el recto. La hemorragia del tracto urinario se refiere a la hemorragia que se origina en cualquier parte del sistema urinario. La hemorragia vaginal se refiere a la hemorragia que se origina en la vagina, no relacionada con la menstruación normal.",Seleccione la opción o opciones más adecuadas que correspondan a la ubicación del sitio o sitios de sangrado/hemorragia.
adsym_haemorrhag_site_oth,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Especifique otros lugares de sangrado/hemorragia,,Se refiere a la ubicación del sitio o sitios de sangrado/hemorragia.,"Si «Otro», escriba la otra ubicación del sitio o sitios donde el paciente ha experimentado sangrado/hemorragia en cualquier momento desde el inicio de esta enfermedad y la presentación o el ingreso."
adsym_cns,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas neurológicos,,Se refiere a los signos y síntomas relacionados con el sistema neurológico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta la presentación.
adsym_headache,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor de cabeza,"1, Sí | 0, No | 99, Desconocido",Se define como la experiencia de dolor en diversas partes de la cabeza.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta la presentación. 
adsym_photoph,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Fotofobia,"1, Sí | 0, No | 99, Desconocido",Se refiere al aumento de la sensibilidad de los ojos a la luz.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.
adsym_seizconv,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Convulsiones,"1, Sí | 0, No | 99, Desconocido","Se define como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de movimientos repentinos, violentos e irregulares del cuerpo, causados por la contracción involuntaria de los músculos debido a una actividad neuronal anómala, excesiva o sincrónica en el cerebro.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.
adsym_confusion,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Alteración del estado de conciencia/confusión,"1, Sí | 0, No | 99, Desconocido",Se define como un nivel de conciencia o excitación diferente al nivel basal normal del paciente.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.
adsym_paralysis,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Parálisis,"1, Sí | 0, No | 99, Desconocido",Se refiere a la incapacidad de mover o controlar completamente los movimientos.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. 
