Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_hiccups,radio,Hipo,"1, sí | 0, No | 99, Desconocido",,,,,,Respiratory,,,,,,,,,,,,,,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_cvs,descriptive,Síntomas cardiovasculares,,,,,,,Cardiovascular,Se refiere a los signos y síntomas relacionados con el sistema cardiovascular.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ,,,,,clinical_features,,1.0,,,,1.0,1.0,,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_palpitations,radio,Palpitaciones,"1, Sí | 0, No | 99, Desconocido",,,,,,Cardiovascular,Se refiere a la percepción desagradable de los latidos del propio corazón.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"80313002, Palpitations (finding)",,,clinical_features,,1.0,,,,1.0,1.0,,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_git,descriptive,Síntomas gastrointestinales,,,,,,,Gastrointestinal,Se refiere a los signos y síntomas relacionados con el sistema gastrointestinal.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,,,,,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_abdpain,radio,Dolor abdominal,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=365,Gastrointestinal,"Se define como una sensación desagradable de malestar, angustia o agonía en la región abdominal.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"21522001, Abdominal pain","C3553274, Abdominal pain",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_diarrhoea,radio,Diarrea,"1, Sí | 0, No | 99, Desconocido",,,,,,Gastrointestinal,Se define como un aumento anormal de la frecuencia (normalmente definido como tres o más) de deposiciones blandas o líquidas al día (o más frecuentes de lo normal para la persona).,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ,SNOMED,"62315008, Diarrhea","C3554472, Diarrhea",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_consti,radio,Estreñimiento,"1, Sí | 0, No | 99, Desconocido",,,,,,Gastrointestinal,Se define como la evacuación irregular y poco frecuente o difícil de los intestinos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"14760008, Constipation","C3551741, Constipation",,clinical_features,,,,,1.0,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_vomit,radio,Vómitos,"1, Sí | 0, No | 99, Desconocido",,,,,,Gastrointestinal,Se define como la expulsión del estómago o del intestino delgado a través de la boca.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"422400008, Vomiting","C4230730, Vomiting",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_vomit2d,radio,¿Vómitos persistentes? (>=2/día),"1, Sí | 0, No | 99, Desconocido",,,,,[adsym_vomit]='1',Gastrointestinal,"Se refiere al vómito persistente, definido aquí como dos o más vómitos al día.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"196746003, Persistent vomiting","C0152165, Persistent vomiting",,clinical_features,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_vomitbld,radio,Hematemesis (vómitos con sangre),"1, Sí | 0, No | 99, Desconocido",,,,,[adsym_vomit]='1',Gastrointestinal,Se refiere al vómito con sangre.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ,SNOMED,"8765009, Haematemesis","C0018926, Haematemesis",,clinical_features,,,,,,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_nausea,radio,Náuseas,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=1095,Gastrointestinal,Se define como la sensación subjetiva desagradable e indolora de que se va a vomitar de forma inminente.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"422587007, Nausea","C3554470, Nausea",,clinical_features,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_anorexia,radio,Anorexia,"1, Sí | 0, No | 99, Desconocido",,,,,,Gastrointestinal,Se define como la falta o pérdida de apetito.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"79890006, Loss of appetite","C3554473, Anorexia",,clinical_features,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_exsal,radio,Salivación excesiva,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=1460,Gastrointestinal,"Se define como la salivación excesiva o sialorrea, es un síntoma que evalúa mejor el paciente.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,53827007 | Excessive salivation (disorder) |,"C0037036, Sialorrhea",,clinical_features,,,,,1.0,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_diffswallow,radio,Dificultad para tragar (disfagia),"1, Sí | 0, No | 99, Desconocido",,,,,,Gastrointestinal,"Definido como dificultad para tragar alimentos, líquidos o saliva.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ,SNOMED,"40739000, Dysphagia (disorder)","C0011168, Deglutition Disorders",,clinical_features,,,,,1.0,1.0,,,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_faecalincont,radio,Incontinencia fecal,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=1825,Gastrointestinal,"Definido como la incapacidad de controlar voluntariamente los esfínteres anales, con paso involuntario de heces y gases.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"72042002, Incontinence of feces (finding)","C0015732, Fecal Incontinence",,clinical_features,,,,,,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_renalgut,descriptive,Síntomas renales/genitourinarios,,,,,,,Genitourinary,Se refiere a los signos y síntomas relacionados con el sistema renal/genitourinario.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,,,,,clinical_features,,,,,1.0,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_urine,radio,Retención urinaria,"1, Sí | 0, No | 99, Desconocido",,,,,,Genitourinary,Se define como la acumulación de orina en la vejiga debido a la incapacidad de orinar.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ,SNOMED,"267064002, Retention of urine","C0080274, Urinary retention",,clinical_features,,,,,1.0,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_urineincont,radio,Incontinencia urinaria,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=1825,Genitourinary,Se refiere a la pérdida del control de la vejiga o a la incapacidad de controlar la micción.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"165232002, Urinary incontinence (finding)","C0042024, Urinary Incontinence",,clinical_features,,,,,,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_polyuria,radio,Aumento de la micción (poliuria),"1, Sí | 0, No | 99, Desconocido",,,,,,Genitourinary,Se refiere a la micción excesiva o frecuente.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"28442001, Polyuria","C0032617, Polyuria",,clinical_features,,,,,,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_dysuria,radio,Dolor al orinar (disuria),"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=365,Genitourinary,Se refiere a la micción dolorosa o difícil.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"49650001, Dysuria","C0013428, Dysuria",,clinical_features,,,,,,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_dyspareunia,radio,Dolor durante las relaciones sexuales (dispareunia),"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=5475,Genitourinary,Se define como dolor genital recurrente o persistente asociado con las relaciones sexuales.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ,SNOMED,"71315007, Dyspareunia (finding)","C1384606, Dyspareunia",,clinical_features,,,,,1.0,1.0,,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_heme,descriptive,Síntomas hematológicos,,,,,,,Haematology,Se refiere a los signos y síntomas relacionados con el sistema hematológico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,,,,,clinical_features,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag,radio,Sangrado/hemorragia,"1, Sí | 0, No | 99, Desconocido",,,,,,Haematology,"Se define como la presencia de sangre en un lugar en el que no es fisiológicamente normal o la pérdida de sangre de la circulación, ya sea interna o externa. Esto puede incluir epistaxis (sangrado nasal), sangrado gingival (sangrado de las encías), sangrado de cualquier parte del tracto gastrointestinal (sangrado gastrointestinal) o del tracto genitourinario (vagina o uretra), incluida la hematuria. ",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"131148009, Bleeding","C3163616, Blood loss",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag_sev,radio,Sangrado/hemorragia grave (requiere intervención),"1, Sí | 0, No | 99, Desconocido",,,,,[adsym_haemorrhag] = '1',Haematology,Se define como el sangrado intenso o hemorragia que requiere intervención médica para la hemostasia y/o el soporte hemodinámico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,,,,,clinical_features,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag_site,multi_list,Especifique el lugar o lugares del sangrado/hemorragia,"1, Piel | 7, Petequias | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 99, Desconocida | 88, Otros",,,,conditions_Site,[adsym_haemorrhag] = '1',Haematology,"Se refiere a la ubicación del sitio o sitios de sangrado o hemorragia. Las petequias son pequeñas manchas rojizas o violáceas en la piel o las membranas mucosas como resultado de una hemorragia localizada. El sangrado nasal se refiere a la hemorragia localizada en la nariz. El sangrado gingival se refiere a la hemorragia que afecta a las encías. La hemorragia gastrointestinal (GI) se refiere a la hemorragia en cualquier segmento del tracto gastrointestinal, desde el esófago hasta el recto. La hemorragia del tracto urinario se refiere a la hemorragia que se origina en cualquier parte del sistema urinario. La hemorragia vaginal se refiere a la hemorragia que se origina en la vagina, no relacionada con la menstruación normal.",Seleccione la opción o opciones más adecuadas que correspondan a la ubicación del sitio o sitios de sangrado/hemorragia.,SNOMED,"297968009, Bleeding skin | 271813007 Petechiae | 249366005, Bleeding from nose | 86276007, Bleeding gums | 74474003, Gastrointestinal haemorrhage |34436003, blood in urine | 289530006, Bleeding from vagina","C0574741, Bleeding skin | C3808808, Epistaxis | C0017565, Gingival haemorrrhage | C0017181, Gastrointestinal haemorrhage |C3805433, haematuria | C0566961, Fresh bleeding from vagina",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag_site_oth,text,Especifique otros sitios de sangrado/hemorragia,,,,,,[adsym_haemorrhag_site(88)]='1',Haematology,Esto se refiere a la ubicación del sitio(s) de sangrado/hemorragia. Las petequias se refieren a pequeñas manchas rojizas o violáceas en la piel o las mucosas como resultado de una hemorragia localizada. El sangrado nasal se refiere a una hemorragia localizada en la nariz. El sangrado de las encías se refiere a una hemorragia que afecta la encía. El sangrado gastrointestinal (GI) se refiere a la hemorragia en cualquier segmento del tracto gastrointestinal desde el esófago hasta el recto. El sangrado del tracto urinario se refiere a la hemorragia que se origina en cualquier parte del sistema urinario. El sangrado vaginal se refiere a una hemorragia que se origina en la vagina y no está relacionada con la menstruación normal.,Ingresa al otro sitio,SNOMED,"297968009, Bleeding skin | 271813007 Petechiae | 249366005, Bleeding from nose | 86276007, Bleeding gums | 74474003, Gastrointestinal haemorrhage |34436003, blood in urine | 289530006, Bleeding from vagina",,,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_cns,descriptive,Síntomas neurológicos,,,,,,,Nervous system,Se refiere a los signos y síntomas relacionados con el sistema neurológico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta la presentación.,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_headache,radio,Dolor de cabeza,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=365,Nervous system,Se define como la experiencia de dolor en diversas partes de la cabeza.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta la presentación. ,SNOMED,"25064002, Headache","C0018681, Headache",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_photoph,radio,Fotofobia,"1, Sí | 0, No | 99, Desconocido",,,,,,Nervous system,Se refiere al aumento de la sensibilidad de los ojos a la luz.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.,SNOMED,409668002 | Photophobia (finding) |,"C3807325, Photophobia",,clinical_features,,,,1.0,,1.0,,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_seizconv,radio,Convulsiones,"1, Sí | 0, No | 99, Desconocido",,,,,,Nervous system,"Se define como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de movimientos repentinos, violentos e irregulares del cuerpo, causados por la contracción involuntaria de los músculos debido a una actividad neuronal anómala, excesiva o sincrónica en el cerebro.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.,SNOMED,"91175000, Seizure","C2748942, Seizure",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_confusion,radio,Alteración del estado de conciencia/confusión,"1, Sí | 0, No | 99, Desconocido",,,,,,Nervous system,Se define como un nivel de conciencia o excitación diferente al nivel basal normal del paciente.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.,SNOMED,"443371007, Decreased level of consciousness","C0150450, Altered level of consciousness",,clinical_features,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_paralysis,radio,Parálisis,"1, Sí | 0, No | 99, Desconocido",,,,,,Nervous system,Se refiere a la incapacidad de mover o controlar completamente los movimientos.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. ,SNOMED,"44695005, Paralysis (finding)","C0522224, Paralysed",,clinical_features,,,,,,1.0,,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_irritable,radio,Irritabilidad,"1, Sí | 0, No | 99, Desconocido",,,,,,Nervous system,"Se refiere a una excitabilidad anormal o excesiva con ira, irritabilidad o impaciencia que se desencadena fácilmente.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"55929007, Feeling irritable (finding)","C0022107, Irritable Mood",,clinical_features,,,,,,1.0,,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_tremor,radio,Temblores,"1, Sí | 0, No | 99, Desconocido",,,,,,Nervous system,Se refiere a un movimiento muscular involuntario y oscilante hacia adelante y hacia atrás alrededor del eje de una articulación.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,26079004 | Tremor (finding) |,"C0040822, Tremor",,clinical_features,,,,,,1.0,,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_diffwalk,radio,Dificultad para caminar,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=292,Nervous system,Se refiere a cualquier problema persistente para caminar.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. ,SNOMED,"719232003, Difficulty walking (finding)","C0311394, Difficulty walking",,clinical_features,,,,,,1.0,,,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_neurologic,radio,Otros síntomas neurológicos,"1, Sí | 0, No | 99, Desconocido",,,,,,Nervous system,Se refiere a la presencia de una anomalía neurológica alternativa no incluida en la lista anterior.,Indique «Sí» si el paciente presenta otra anomalía neurológica no incluida en la lista anterior.,,,,,clinical_features,,,,1.0,,,,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_neurologic_spec,text,Especifique otros síntomas neurológicos,,,,,,[adsym_neurologic] = '1',Nervous system,Se refiere a la presencia de otra anomalía neurológica no incluida en la lista anterior.,"Si es «Otra», especifique la anomalía neurológica.",,,,,clinical_features,,,,,,,,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eye,descriptive,Síntomas oftalmológicos,,,,,,,Ocular,Se refiere a los signos y síntomas relacionados con los ojos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_itchyeye,radio,Picor en los ojos,"1, Sí | 0, No | 99, Desconocido",,,,,[demog_calcage_days]>=365,Ocular,Se define como picor en uno o ambos ojos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"74776002, Itching of eye (finding)","C0022281, Itching of eye",,clinical_features,,1.0,,,1.0,1.0,1.0,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_redeye,radio,Ojos rojos/rosados,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,"Se define como inflamación o infección de la conjuntiva, caracterizada por enrojecimiento en uno o ambos ojos.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"703630003, Red eye","C0235267, Redness of eye",,clinical_features,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_paineyes,radio,Dolor en los ojos,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,Se define como malestar o dolor localizado en el área del ojo o alrededor de él.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ,SNOMED,"41652007, Pain in eye","C0151827, Eye pain",,clinical_features,,1.0,,,1.0,1.0,1.0,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eyelidedema,radio,Edema en los párpados,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,Se define como la hinchazón debida a la acumulación de líquido en los tejidos del párpado.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,SNOMED,"89091004, Oedema of eyelid","C0162285, Oedema of eyelid",,clinical_features,,1.0,,,,,1.0,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eyedischarg,radio,Secreción ocular,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,"Se define como la secreción de líquidos que van desde transparentes hasta purulentos por el ojo, a menudo indicativa de infección o irritación.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,SNOMED,"246679005, Discharge from eye","C0423006, Discharge from eye",,clinical_features,,1.0,,,,1.0,1.0,,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_hazyvision,radio,Visión borrosa/nublada,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,"Se define como la pérdida de agudeza visual, que da lugar a una visión borrosa o distorsionada.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,SNOMED,"246636008, Hazy vision","C0344232, Blurred vision",,clinical_features,,1.0,,,,1.0,1.0,1.0,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eyelightsensi,radio,Sensibilidad de los ojos a la luz,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,"Se define como una intolerancia anómala a la luz, que provoca molestias o dolor en los ojos cuando se exponen a una luz intensa.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. ,SNOMED,"1285284009, Sensitivity of eye to light","C1698258, Sensitivity of eye to light",,clinical_features,,1.0,,,,,1.0,1.0,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_visdist,radio,Alteración de la visión,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,Se refiere a una interferencia en la visión normal sin que necesariamente afecte a la agudeza visual.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,SNOMED,"63102001, Visual distrubance","C0547030, Visual disturbance",,clinical_features,,,,,1.0,1.0,,1.0,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_ocularoth,radio,Otros síntomas oftalmológicos,"1, Sí | 0, No | 99, Desconocido",,,,,,Ocular,"Se refiere a otros signos y síntomas relacionados con el ojo, no especificados anteriormente.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,,,,,,,,,,1.0,1.0,,1.0,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_ocularoth_spec,text,Especifique otros síntomas oftalmológicos,,,,,,,Ocular,"Se refiere a otros signos y síntomas relacionados con el ojo, no especificados anteriormente.","Si «Sí», especifique otros signos y síntomas oftalmológicos. ",,,,,,,,,,1.0,1.0,,1.0,,,,,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_ent,descriptive,"Síntomas en oídos, nariz o garganta","1, Sí | 0, No | 99, Desconocido",,,,,,ENT,"Se refiere a signos y síntomas relacionados con el oído, la nariz y la garganta.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,,,,,clinical_features,,,,,,1.0,,,,,,,,,1.0
