Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
comor_aids_cd4date,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Se HIV positivo: data da contagem de CD4,,Refere-se à data da contagem de células CD4 mais recente disponível em laboratório.,Escreva a data no formato DD/MM/AAAA.
comor_aids_cd4count,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Se HIV positivo: contagem de CD4 mais recente (células/uL),,Refere-se à data da contagem de células CD4 mais recente disponível em laboratório.,Escreva a data no formato DD/MM/AAAA.
comor_aids_vrl,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Se HIV positivo: a carga viral do HIV é detectável,"1, Sim | 0, Não | 99, Desconhecido","Detectável normalmente inclui suprimido (detectado, mas <= 1000 cópias/mL) e não suprimido (>1000 cópias/mL). Indetectável refere-se à carga viral não detectada pelo teste utilizado.","Indique “Sim” se detectável (inclui: suprimido (detectado, mas <= 1000 cópias/mL) e não suprimido (>1000 cópias/mL)). Indique “Não” se indetectável (carga viral não detectada pelo teste utilizado)."
comor_aids_vrlno,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Carga viral do HIV mais recente (cópias/mL),,"Definido como a carga viral do HIV mais recente disponível em laboratório, expressa em cópias/mL.","Indique a carga viral do HIV mais recente disponível, expressa em cópias/mL, obtida em laboratório."
comor_aids_vrlnodate,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Data da carga viral do HIV,,Refere-se à data da contagem de células CD4 mais recente disponível em laboratório.,Escreva a data no formato DD/MM/AAAA.
comor_tuberculos,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Tuberculose,"1, Sim | 0, Não | 99, Desconhecido","Definido como pacientes atualmente em tratamento para tuberculose, uma infecção causada pela bactéria Mycobacterium tuberculosis. A tuberculose latente não deve ser incluída aqui. Pacientes que foram curados da tuberculose não devem ser incluídos aqui. Aqueles que têm sequelas pulmonares crônicas após a tuberculose devem ser incluídos como doença pulmonar crônica.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua a ser uma condição médica ativa.
comor_tuberculos_type,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Especificar o tipo de tuberculose,"1, Pulmonar ativo | 4, Extrapulmonar ativo | 3, Latente | 99, Desconhecido","Refere-se ao tipo de infecção por Mycobacterium tuberculosis. TB pulmonar ativa refere-se à infecção bacteriana que afeta os pulmões e é causada pela Mycobacterium tuberculosis, com sinais e sintomas que incluem tosse crônica com expectoração com sangue, suores noturnos, febre, fadiga e perda de peso. TB extrapulmonar ativa refere-se à infecção por Mycobacterium tuberculosis que envolve órgãos além dos pulmões (por exemplo, pleura, gânglios linfáticos, abdômen, trato geniturinário, pele, articulações e ossos ou meninges). A TB latente refere-se à presença assintomática de Mycobacterium tuberculosis no organismo, determinada por um resultado positivo no teste cutâneo da tuberculina ou no ensaio de liberação de interferon-gama.",Selecione a(s) opção(ões) mais adequada(s) que representa(m) o tipo de infecção por Mycobacterium tuberculosis.
comor_hepbc,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Infecção crônica por hepatite B/C,"1, Sim | 0, Não | 99, Desconhecido",Definida como hepatite crônica devido à infecção pelo vírus da hepatite B (HBV) ou hepatite C (HCV). Não inclui aqueles com cura documentada da hepatite C.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_heme,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Comorbidades hematológicas,,Refere-se a comorbidades relacionadas ao sistema hematológico.,
comor_chrhematol,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Doença hematológica crônica,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a doenças crônicas do sangue e dos tecidos formadores do sangue. Exemplos incluem policitemia vera, síndromes mielodisplásicas (MDS). Não inclui leucemia, linfoma ou mieloma, que devem ser inseridos em malignidade. Não inclui anemia por deficiência de ferro explicada por dieta ou perda crônica de sangue.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_recentblood,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Transfusão de sangue no último mês,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um histórico de transfusão de sangue no último mês de um ano civil.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. 
comor_sickle,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Anemia falciforme,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a uma doença genética do sangue caracterizada pelo aparecimento de glóbulos vermelhos em forma de foice e anemia.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. 
comor_sys,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Comorbidades sistêmicas/gerais,,Refere-se a comorbidades sistêmicas/gerais.,
comor_rheumatolo,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Doença reumatológica,"1, Sim | 0, Não | 99, Desconhecido","Definido como um distúrbio do tecido conjuntivo, especialmente das articulações e estruturas relacionadas, caracterizado por inflamação, degeneração ou distúrbio metabólico. Inclui artropatias crônicas e artrite, distúrbios do tecido conjuntivo e vasculites.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_asplenia,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Asplenia,"1, Sim | 0, Não | 99, Desconhecido","Definido como a ausência anatômica do baço ou asplenia funcional secundária a uma variedade de estados de doença. Isso pode incluir ausência congênita (nascer sem baço) ou ausência adquirida, por exemplo, secundária à remoção cirúrgica. ",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_benignn,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Neoplasia benigna,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a uma neoplasia caracterizada pela ausência de características citológicas e arquitetônicas atípicas ou malignas e ausência de características invasivas ou potencial metastático.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_malignantn,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Neoplasia maligna,"1, Sim | 0, Não | 99, Desconhecido","Definido como um tumor composto por células neoplásicas atípicas, frequentemente pleomórficas, que invadem outros tecidos. Inclui neoplasias hematológicas, consideradas biologicamente ativas. As neoplasias malignas mais comuns são carcinomas (adenocarcinomas ou carcinomas de células escamosas), linfomas de Hodgkin e não Hodgkin, leucemias, melanomas e sarcomas. Não inclui especificamente neoplasias malignas que foram curadas ou nas quais não há evidência de doença em curso relacionada à neoplasia maligna após o tratamento.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. 
comor_malignantn_sol,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Neoplasia sólida maligna,"1, Sim | 0, Não | 99, Desconhecido",Definido como uma neoplasia maligna que surge de tecidos que não incluem áreas fluidas. Exemplos representativos incluem carcinomas (adenocarcinomas ou carcinomas de células escamosas) e sarcomas. As neoplasias malignas do tecido hematopoiético e linfóide não são consideradas neoplasias sólidas.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_malignantn_leuk,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Leucemia,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma doença maligna progressiva dos órgãos formadores do sangue, caracterizada pela proliferação e desenvolvimento distorcidos de leucócitos e seus precursores no sangue e na medula óssea. As leucemias eram originalmente denominadas agudas ou crônicas com base na expectativa de vida, mas agora são classificadas de acordo com a maturidade celular.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_malignantn_lymp,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Linfoma,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma proliferação maligna (clonal) de linfócitos B ou linfócitos T que envolve os gânglios linfáticos, a medula óssea e/ou locais extranodais. Esta categoria inclui linfomas não Hodgkin e linfomas de Hodgkin.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. 
comor_obesity,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Obesidade,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao peso corporal muito acima do padrão recomendado. IMC >= 30 kg/m2 ou outro limite de IMC localmente apropriado pode ser usado para definir a obesidade.,Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_malnutriti,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Desnutrição,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a qualquer deficiência clinicamente identificada na ingestão, seja de energia total ou de nutrientes específicos, que levou a uma intervenção dietética ou encaminhamento antes desta admissão.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_diabetes,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Diabetes mellitus,"1, Sim | 0, Não | 99, Desconhecido","Definido como um distúrbio metabólico caracterizado por níveis anormalmente elevados de açúcar no sangue devido à diminuição da produção de insulina ou resistência ou dessensibilização à insulina. Isso inclui diabetes mellitus tipo 1, diabetes mellitus tipo 2 ou diabetes gestacional que requer tratamento oral ou subcutâneo.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_diabetes_type,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Tipo de diabetes mellitus,"1, Tipo 1| 2, Tipo 2 | 3, Diabetes gestacional | 99, Desconhecido","Refere-se a um subtipo de diabetes mellitus caracterizado por deficiência de insulina; manifesta-se pelo aparecimento súbito de hiperglicemia grave, progressão rápida para cetoacidose diabética e morte, a menos que seja tratado com insulina; a doença pode ocorrer em qualquer idade, mas é mais comum na infância ou adolescência.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_diabetes_endorg,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Lesão em órgãos-alvo devido a diabetes,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a danos irreparáveis em vários órgãos/sistemas, resultantes de complicações crônicas do diabetes. Os órgãos/sistemas afetados incluem o sistema cardiovascular, rins, olhos, sistema nervoso, articulações e pés.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_hba1c,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Resultado de HbA1C nos últimos 6 meses (selecione as unidades),,"A hemoglobina A1C (HbA1C) é um exame de sangue que mede o nível médio de glicose no sangue nos três meses anteriores ao resultado do exame. Pode ser relatada em diferentes unidades (mmol/mol, mmol/L ou %).","Selecione a opção que melhor se adequa ao resultado. Se não houver resultado para o paciente nos últimos seis meses, prossiga para a próxima pergunta."
comor_hba1c_mmolmol,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Resultado de HbA1C nos últimos 6 meses (mmol/mol),,"A hemoglobina A1C (HbA1C) é um exame de sangue que mede o nível médio de glicose no sangue nos três meses anteriores ao resultado do exame. Pode ser relatada em diferentes unidades (mmol/mol, mmol/L ou %).",Insira o valor numérico para o nível de HbA1C expresso em mmol/mol.
comor_hba1c_pcnt,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Resultados de HbA1C nos últimos 6 meses (%),,"A hemoglobina A1C (HbA1C) é um exame de sangue que mede o nível médio de glicose no sangue nos três meses anteriores ao resultado do exame. Pode ser relatado em diferentes unidades (mmol/mol, mmol/L ou %).",Insira o valor numérico do nível de HbA1C expresso em porcentagem %.
comor_smoking,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Já fumou,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao consumo de cigarros, charutos, cachimbos ou equivalentes. Nunca fumante é definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em toda a sua vida. Não inclua produtos de tabaco sem fumo, como tabaco de mascar ou dispositivos eletrônicos de liberação de nicotina.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. Indique “Não” se o paciente nunca fumou (definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em sua vida).
comor_smoking_type,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Situação tabágica,"1, Fumante atual | 2, Ex-fumante","Refere-se ao consumo de cigarros, charutos, cachimbos ou equivalentes. Nunca fumante é definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em toda a sua vida. Não inclua produtos de tabaco sem fumo, como tabaco de mascar ou dispositivos eletrônicos de liberação de nicotina. ",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. Indique “Não” se o paciente nunca fumou (definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em sua vida).
comor_smoking_passive,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Tabagismo passivo (vive na mesma casa que um fumador),"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao aumento do risco de exposição a produtos de fumo entre indivíduos que não fumam. Isso pode resultar do convívio com um fumante ou da transferência placentária da mãe para o feto.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. 
comor_orgtrans,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Receptor de transplante,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a um indivíduo que recebe (ou recebeu) tecidos ou órgãos transferidos de outro indivíduo da mesma espécie ou de espécies diferentes, ou de dentro do mesmo indivíduo.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_orgtrans_organ,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Especificar órgão(s) transplantado(s),"1, Pulmão | 2, Coração | 3, Rim | 4, Fígado | 5, Osso  | 6, Célula-tronco hematopoiética","Refere-se ao(s) tecido(s) ou órgão(s) específico(s) transferido(s) de outro indivíduo da mesma espécie ou de espécie diferente, ou de dentro do mesmo indivíduo.",Selecione todas as opções aplicáveis.
comor_primaryimmuno,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Imunodeficiência primária,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a uma doença de imunodeficiência que surge independentemente de outro processo patológico, doença ou lesão.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_chemotherapy,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Quimioterapia,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao tratamento que utiliza medicamentos para impedir o crescimento das células cancerosas, seja matando as células ou impedindo-as de se dividir.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. 
comor_radiotherapy,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Radioterapia,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao uso de radiação de alta energia proveniente de raios X, raios gama, nêutrons, prótons e outras fontes para matar células cancerosas e reduzir tumores.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_steroidtherapy,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Terapia com corticosteroides de longa duração ou em doses elevadas,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao uso de corticosteroides exógenos em altas doses ou por longos períodos (normalmente por mais de 4 semanas) para o tratamento de qualquer doença ou distúrbio.,Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_skincon,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Condição(ões) cutânea(s) relevante(s) (dermatite atópica ou condições cutâneas esfoliativas ativas),"1, Sim | 0, Não | 99, Desconhecido",Refere-se a qualquer desvio da estrutura ou função normal da pele ou do tecido subcutâneo que se manifesta por um conjunto característico de sintomas e sinais.,Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
comor_skincondesc,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Descreva a(s) condição(ões) cutânea(s),,Refere-se a qualquer desvio da estrutura ou função normal da pele ou do tecido subcutâneo que se manifesta por um conjunto característico de sintomas e sinais.,"Se “Sim”, descreva a(s) condição(ões) da pele."
comor_otherdesc,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Outras comorbidades,,,
comor_unlisted,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Outra(s) comorbidade(s) relevante(s),"1, Sim | 0, Não | 99, Desconhecido",Refere-se a uma ou mais condições comórbidas não listadas acima.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
medic_previnf,apresentação,HISTÓRICO MÉDICO,O paciente tem histórico de infecção(ões) prévia(s) por este patógeno?,"1, Sim | 0, Não | 99, Desconhecido",Definido como um diagnóstico prévio com o mesmo patógeno em um episódio clínico distinto desta apresentação ou admissão.,Indique “Sim” se o paciente já foi infectado pelo mesmo patógeno.
medic_firstadm,apresentação,HISTÓRICO MÉDICO,O paciente já foi hospitalizado em um episódio anterior da mesma infecção?,"1, Sim - internado em hospital ou UTI | 0, Não | 99, Desconhecido",Refere-se ao histórico anterior do paciente de infecção(ões) pelo mesmo patógeno e se o paciente já foi internado em hospital ou UTI.,Indique “Sim” se o paciente foi admitido no hospital ou na UTI por infecção pelo mesmo patógeno.
medic_infstartdate,apresentação,HISTÓRICO MÉDICO,Quando começou o episódio anterior?,,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno começou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno começou."
medic_infenddate,apresentação,HISTÓRICO MÉDICO,Quando terminou o episódio anterior?,,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno terminou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno terminou."
medic_labtest,apresentação,HISTÓRICO MÉDICO,O episódio anterior foi confirmado por exames laboratoriais?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à confirmação do episódio de infecção anterior por meio de um exame laboratorial.,Indique “Sim” se o episódio anterior foi confirmado por exames laboratoriais.
medic_previnf2,apresentação,HISTÓRICO MÉDICO,O paciente tem histórico de infecção(ões) anterior(es) com este patógeno?,"1, Sim | 0, Não | 99, Desconhecido",Definido como um diagnóstico anterior com o mesmo patógeno em um episódio clínico antes da última infecção relatada.,Indique “Sim” se o paciente já teve uma infecção pelo mesmo patógeno em um episódio clínico anterior à última infecção relatada.
medic_previnf2_adm,apresentação,HISTÓRICO MÉDICO,O paciente já foi hospitalizado em um episódio anterior da mesma infecção?,"1, Sim - internado em hospital ou UTI | 0, Não | 99, Desconhecido",Refere-se ao histórico anterior do paciente de infecção pelo mesmo patógeno e se o paciente já foi internado em um hospital ou UTI.,Indique “Sim” se o paciente foi internado em um hospital ou UTI por uma infecção pelo mesmo patógeno em um episódio clínico anterior à última infecção relatada.
medic_previnf2_startdate,apresentação,HISTÓRICO MÉDICO,Quando começou este episódio anterior?,,"Refere-se à data exata (ou aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno começou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno começou."
medic_previnf2_enddate,apresentação,HISTÓRICO MÉDICO,Quando terminou este episódio anterior?,,"Refere-se à data exata (ou aproximada, se desconhecida) em que terminou o episódio anterior de infecção pelo mesmo patógeno.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno terminou."
medic_previnf3,apresentação,HISTÓRICO MÉDICO,O paciente tem histórico de infecção(ões) anterior(es) com este patógeno?,"1, Sim | 0, Não | 99, Desconhecido",Definido como um diagnóstico anterior com o mesmo patógeno em um episódio clínico antes da última infecção relatada.,Indique “Sim” se o paciente já teve uma infecção pelo mesmo patógeno em um episódio clínico antes da última infecção relatada.
medic_previnf3_adm,apresentação,HISTÓRICO MÉDICO,O paciente já foi hospitalizado em um episódio anterior da mesma infecção?,"1, Sim - internado em hospital ou UTI | 0, Não | 99, Desconhecido",Refere-se ao histórico anterior do paciente de infecção pelo mesmo patógeno e se o paciente já foi internado em um hospital ou UTI.,Indique “Sim” se o paciente foi internado em um hospital ou UTI por uma infecção pelo mesmo patógeno em um episódio clínico antes da última infecção relatada.
medic_previnf3_startdate,apresentação,HISTÓRICO MÉDICO,Quando começou este episódio anterior?,,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno começou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno começou."
medic_previnf3_enddate,apresentação,HISTÓRICO MÉDICO,Quando terminou este episódio anterior?,,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno terminou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno terminou."
medic_cpoxpast,apresentação,HISTÓRICO MÉDICO,Tem conhecimento de ter tido infecções anteriores por varicela?,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a uma infecção prévia por varicela. Não inclui histórico de reativação do vírus varicela-zoster (VZV), ou seja, herpes zoster.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
medic_cpox,apresentação,HISTÓRICO MÉDICO,Varicela ativa,"1, Sim | 0, Não | 99, Desconhecido","Refere-se à infecção ativa por varicela causada pelo vírus varicela-zoster. As manifestações clínicas são febre e erupção cutânea vesicular pruriginosa que ocorre dez a vinte e um dias após a exposição. Não inclua aqueles com vírus varicela-zoster (VZV) reativado, ou seja, herpes zoster.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
medic_actshingles,apresentação,HISTÓRICO MÉDICO,Herpes zoster ativo (zona),"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um caso ativo de herpes zoster devido à reativação do vírus varicela-zoster que permaneceu dormente após a exposição inicial do paciente ao vírus na forma de varicela.,"Indique “Sim” se o paciente atualmente tem herpes zoster, uma reativação do vírus varicela-zoster. Indique “Não” se o paciente apenas teve varicela no passado ou se não tem histórico dessa condição."
medic_acthcv,apresentação,HISTÓRICO MÉDICO,Hepatite C ativa,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um caso ativo de infecção pelo vírus da hepatite C.,Indique “Sim” se o paciente tem atualmente uma infecção ativa por hepatite C.
medic_acthbv,apresentação,HISTÓRICO MÉDICO,Hepatite B ativa,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um caso ativo de infecção pelo vírus da hepatite B.,Indique “Sim” se o paciente tiver atualmente uma infecção ativa por hepatite B.
medic_sti,apresentação,HISTÓRICO MÉDICO,Infecção sexualmente transmissível ativa,"1, Sim | 0, Não | 99, Desconhecido","Definido como infecções causadas ou propagadas por contato sexual, incluindo clamídia, herpes genital/verrugas, gonorreia, HPV, piolhos púbicos, sífilis, tricomoníase, linfogranuloma venéreo. Não inclua HIV/AIDS e hepatite crônica, conforme especificado em perguntas separadas.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
medic_sti_type,apresentação,HISTÓRICO MÉDICO,Especificar IST ativa,"1, Vírus herpes simplex (VHS) | 2, Papilomavírus humano (HPV) | 3, Clamídia | 4, Gonorreia | 5, Sífilis | 6, Mycoplasma genitalium | 99, Desconhecido | 88, Outros","Definidas como infecções causadas ou propagadas por contato sexual, incluindo clamídia, herpes genital/verrugas, gonorreia, HPV, piolhos púbicos, sífilis, tricomoníase, linfogranuloma venéreo. Não inclua HIV/AIDS e hepatite crônica, conforme especificado em perguntas separadas.",Selecione todas as opções aplicáveis.
medic_sti_oth,apresentação,HISTÓRICO MÉDICO,Especificar outra IST ativa,,"Definidas como infecções causadas ou propagadas por contato sexual, incluindo as não listadas acima. Não inclua HIV/AIDS e hepatite crônica, conforme especificado em perguntas separadas.","Se “Outro”, especifique a outra IST ativa."
drug14_antiviral,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Antiviral,"1, Sim | 0, Não | 99, Desconhecido","Um agente antiviral refere-se a qualquer agente prescrito para tratar ou prevenir infecções virais, interferindo no ciclo de replicação viral. Exemplos de inibidores da neuraminidase incluem oseltamivir, ribavirina, aciclovir e lopinavir/ritonavir. Preparações tópicas não estão incluídas.",Indique “Sim” se o paciente tomou um antiviral nos 14 dias anteriores à admissão/apresentação mais recente.
drug14_antiviral_type,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Antiviral,,"Um agente antiviral refere-se a qualquer agente ou agentes prescritos para tratar ou prevenir infecções virais, interferindo no ciclo de replicação viral. Exemplos de inibidores da neuraminidase incluem oseltamivir, ribavirina, aciclovir e lopinavir/ritonavir. Preparações tópicas não estão incluídas.",Selecione o(s) antiviral(is) prescrito(s) ou tomado(s) pelo paciente nos 14 dias anteriores à admissão/apresentação mais recente
drug14_antiviral_route,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Via de administração do antiviral,"1, Oral | 2, Inalado | 3, IV | 4, Tópico | 99, Desconhecido","Refere-se à parte do corpo através da qual ou na qual, ou à forma como, o medicamento (fármaco) é introduzido. Oral refere-se à administração pela boca. Inalado refere-se à administração pela via respiratória (insuflação no trato respiratório). IV (intravenoso) refere-se à administração na corrente sanguínea através de injeção numa veia. Tópico refere-se à administração por aplicação de preparações farmacêuticas na superfície do corpo, especialmente na pele ou nas membranas mucosas.",Indique a via de administração do agente antiviral.
drug14_antiviraldate,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Data de início do antiviral,,Refere-se à data em que o medicamento foi iniciado/a primeira dose foi administrada.,Insira a data no formato DD/MM/AAAA.
drug14_antiviralday,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Número de dias em que tomou antivirais,,Inclui todos os dias do calendário em que uma dose foi recebida ou prescrita na receita de alta.,Insira o número total de dias durante os quais uma dose foi recebida ou prescrita na receita de alta.
drug14_steroid,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Corticosteroide,"1, Sim | 0, Não | 99, Desconhecido","Corticosteroides (comumente referidos como “esteróides”) referem-se a todos os tipos de corticosteroides terapêuticos, produzidos no córtex adrenal (parte externa da glândula adrenal). Eles também são produzidos em laboratório. Exemplos incluem: prednisolona, prednisona, metilprednisolona, dexametasona, hidrocortisona, fluticasona, betametasona. Preparações tópicas não estão incluídas, mas preparações inaladas estão incluídas.",Indique “Sim” se o paciente tomou um “esteróide” nos 14 dias anteriores à sua admissão/apresentação mais recente.
